Fecha,EH,ET,ER,EVPTRNS,EHr,VPD,Dias_mes,IEAM_C,Clasificacion_IEAM_C
2013-10-01,0.6774193548387096,0.25806451612903225,0.12903225806451613,0.5161290322580645,0.03225806451612903,0.6129032258064516,31,0.467741935483871,Estrés leve
2013-11-01,0.7666666666666667,0.13333333333333333,0.0,0.5666666666666667,0.0,1.0,30,0.5683333333333334,Estrés alto
2013-12-01,0.7741935483870968,0.22580645161290322,0.0,0.7096774193548387,0.0,0.6129032258064516,31,0.5112903225806451,Estrés moderado
2014-01-01,0.9354838709677419,0.3225806451612903,0.0,0.6129032258064516,0.3548387096774194,0.03225806451612903,31,0.432258064516129,Estrés leve
2014-02-01,0.7857142857142857,0.07142857142857142,0.0,0.6785714285714286,0.17857142857142858,0.14285714285714285,28,0.39285714285714285,Favorable
2014-03-01,0.8064516129032258,0.0967741935483871,0.12903225806451613,0.8709677419354839,0.1935483870967742,0.3548387096774194,31,0.5064516129032258,Estrés moderado
2014-04-01,0.7666666666666667,0.0,0.06666666666666667,0.9666666666666667,0.3,0.26666666666666666,30,0.48833333333333334,Estrés moderado
2014-05-01,0.6129032258064516,0.03225806451612903,0.0967741935483871,0.6129032258064516,0.12903225806451613,0.3548387096774194,31,0.39032258064516134,Favorable
2014-06-01,0.8666666666666667,0.03333333333333333,0.06666666666666667,0.9666666666666667,0.3333333333333333,0.0,30,0.45333333333333337,Estrés leve
2014-07-01,0.8709677419354839,0.12903225806451613,0.16129032258064516,0.6129032258064516,0.5483870967741935,0.0,31,0.4241935483870968,Estrés leve
2014-08-01,0.5483870967741935,0.22580645161290322,0.16129032258064516,0.9354838709677419,0.4838709677419355,0.12903225806451613,31,0.44354838709677413,Estrés leve
2014-09-01,0.6333333333333333,0.1,0.2,0.7,0.26666666666666666,0.26666666666666666,30,0.42166666666666663,Estrés leve
2014-10-01,0.5161290322580645,0.0,0.0,0.7096774193548387,0.03225806451612903,0.8387096774193549,31,0.4838709677419355,Estrés moderado
2014-11-01,0.5,0.2,0.0,0.7333333333333333,0.0,0.9333333333333333,30,0.525,Estrés moderado
2014-12-01,0.7741935483870968,0.5161290322580645,0.03225806451612903,0.8387096774193549,0.0,0.5806451612903226,31,0.5612903225806452,Estrés alto
2015-01-01,0.7741935483870968,0.45161290322580644,0.22580645161290322,0.5483870967741935,0.45161290322580644,0.22580645161290322,31,0.47258064516129034,Estrés leve
2015-02-01,0.7857142857142857,0.21428571428571427,0.25,0.8214285714285714,0.32142857142857145,0.21428571428571427,28,0.4928571428571428,Estrés moderado
2015-03-01,0.7096774193548387,0.1935483870967742,0.2903225806451613,0.8709677419354839,0.4838709677419355,0.22580645161290322,31,0.5048387096774194,Estrés moderado
2015-04-01,0.6,0.03333333333333333,0.1,0.6666666666666666,0.23333333333333334,0.2,30,0.37,Favorable
2015-05-01,0.5806451612903226,0.03225806451612903,0.16129032258064516,0.7741935483870968,0.25806451612903225,0.1935483870967742,31,0.39354838709677425,Favorable
2015-06-01,0.8333333333333334,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.6,0.06666666666666667,30,0.4716666666666666,Estrés leve
2015-07-01,0.6774193548387096,0.03225806451612903,0.0967741935483871,1.0,0.5483870967741935,0.0967741935483871,31,0.4612903225806452,Estrés leve
2015-08-01,0.6774193548387096,0.0967741935483871,0.12903225806451613,1.0,0.5161290322580645,0.0967741935483871,31,0.46774193548387094,Estrés leve
2015-09-01,0.7,0.06666666666666667,0.3333333333333333,0.9666666666666667,0.5666666666666667,0.06666666666666667,30,0.48166666666666663,Estrés moderado
2015-10-01,0.7419354838709677,0.0,0.12903225806451613,0.8709677419354839,0.16129032258064516,0.3548387096774194,31,0.4774193548387097,Estrés leve
2015-11-01,0.7333333333333333,0.13333333333333333,0.0,0.6333333333333333,0.0,0.6,30,0.4733333333333334,Estrés leve
2015-12-01,0.8387096774193549,0.12903225806451613,0.0967741935483871,0.7419354838709677,0.5161290322580645,0.16129032258064516,31,0.47258064516129034,Estrés leve
2016-01-01,0.7741935483870968,0.1935483870967742,0.0967741935483871,1.0,0.6774193548387096,0.0967741935483871,31,0.5145161290322581,Estrés moderado
2016-02-01,0.6551724137931034,0.034482758620689655,0.034482758620689655,1.0,0.8620689655172413,0.3448275862068966,29,0.5431034482758621,Estrés moderado
2016-03-01,0.8387096774193549,0.16129032258064516,0.16129032258064516,1.0,0.6129032258064516,0.16129032258064516,31,0.5435483870967741,Estrés moderado
2016-04-01,0.7333333333333333,0.0,0.0,1.0,0.03333333333333333,0.4,30,0.4866666666666667,Estrés moderado
2016-05-01,0.6129032258064516,0.0,0.03225806451612903,0.6451612903225806,0.06451612903225806,0.41935483870967744,31,0.3967741935483871,Favorable
2016-06-01,0.8333333333333334,0.13333333333333333,0.16666666666666666,0.5666666666666667,0.16666666666666666,0.1,30,0.39333333333333337,Favorable
2016-07-01,0.7419354838709677,0.25806451612903225,0.0967741935483871,0.1935483870967742,0.2903225806451613,0.06451612903225806,31,0.30483870967741933,Favorable
2016-08-01,0.7096774193548387,0.06451612903225806,0.22580645161290322,0.5161290322580645,0.2903225806451613,0.06451612903225806,31,0.3548387096774193,Favorable
2016-09-01,0.5333333333333333,0.06666666666666667,0.13333333333333333,0.4666666666666667,0.2,0.2,30,0.31666666666666665,Favorable
2016-10-01,0.6774193548387096,0.03225806451612903,0.06451612903225806,0.6451612903225806,0.0,0.8387096774193549,31,0.5177419354838709,Estrés moderado
2016-11-01,0.7,0.06666666666666667,0.0,0.7,0.0,1.0,30,0.5716666666666667,Estrés alto
2016-12-01,0.9032258064516129,0.41935483870967744,0.0,0.6451612903225806,0.0,0.7096774193548387,31,0.5741935483870968,Estrés alto
2017-01-01,0.9354838709677419,0.25806451612903225,0.06451612903225806,0.4838709677419355,0.06451612903225806,0.5161290322580645,31,0.49838709677419357,Estrés moderado
2017-02-01,0.9285714285714286,0.17857142857142858,0.17857142857142858,1.0,0.35714285714285715,0.07142857142857142,28,0.5214285714285715,Estrés moderado
2017-03-01,0.5161290322580645,0.12903225806451613,0.0,0.8709677419354839,0.0967741935483871,0.5161290322580645,31,0.45483870967741935,Estrés leve
2017-04-01,0.6,0.13333333333333333,0.23333333333333334,0.6666666666666666,0.13333333333333333,0.4666666666666667,30,0.45000000000000007,Estrés leve
2017-05-01,0.5483870967741935,0.0,0.12903225806451613,0.5483870967741935,0.0,0.8709677419354839,31,0.4774193548387097,Estrés leve
2017-06-01,0.5333333333333333,0.1,0.03333333333333333,0.6,0.0,0.6,30,0.41666666666666663,Estrés leve
2017-07-01,0.6451612903225806,0.06451612903225806,0.03225806451612903,0.6451612903225806,0.0,0.3548387096774194,31,0.3887096774193548,Favorable
2017-08-01,0.7096774193548387,0.06451612903225806,0.12903225806451613,0.3548387096774194,0.03225806451612903,0.22580645161290322,31,0.3274193548387097,Favorable
2017-09-01,0.6666666666666666,0.06666666666666667,0.13333333333333333,0.6,0.06666666666666667,0.7333333333333333,30,0.4966666666666666,Estrés moderado
2017-10-01,0.7096774193548387,0.0967741935483871,0.03225806451612903,0.7419354838709677,0.0,0.6774193548387096,31,0.5080645161290323,Estrés moderado
2017-11-01,0.6,0.1,0.0,0.5,0.0,1.0,30,0.51,Estrés moderado
2017-12-01,0.8064516129032258,0.5806451612903226,0.06451612903225806,0.7741935483870968,0.0,0.6774193548387096,31,0.5903225806451613,Estrés alto
2018-01-01,0.8064516129032258,0.5161290322580645,0.0,0.4838709677419355,0.0,0.5806451612903226,31,0.4951612903225807,Estrés moderado
2018-02-01,0.8571428571428571,0.25,0.25,0.7142857142857143,0.35714285714285715,0.07142857142857142,28,0.4607142857142857,Estrés leve
2018-03-01,0.7096774193548387,0.03225806451612903,0.16129032258064516,0.5483870967741935,0.1935483870967742,0.2903225806451613,31,0.39838709677419354,Favorable
2018-04-01,0.4827586206896552,0.06896551724137931,0.0,0.6551724137931034,0.0,0.896551724137931,29,0.4827586206896552,Estrés moderado
2018-05-01,0.5161290322580645,0.0,0.0,0.5483870967741935,0.0,0.9354838709677419,31,0.4725806451612903,Estrés leve
2018-06-01,0.6333333333333333,0.23333333333333334,0.03333333333333333,0.6666666666666666,0.0,0.3333333333333333,30,0.40166666666666667,Estrés leve
2018-07-01,0.7419354838709677,0.2903225806451613,0.12903225806451613,0.5483870967741935,0.12903225806451613,0.1935483870967742,31,0.3983870967741936,Favorable
2018-08-01,0.7741935483870968,0.3548387096774194,0.41935483870967744,0.3548387096774194,0.3225806451612903,0.06451612903225806,31,0.3903225806451613,Favorable
2018-09-01,0.6,0.1,0.16666666666666666,0.5666666666666667,0.13333333333333333,0.4,30,0.4033333333333333,Estrés leve
2018-10-01,0.6129032258064516,0.03225806451612903,0.03225806451612903,0.5483870967741935,0.0,1.0,31,0.5193548387096775,Estrés moderado
2018-11-01,0.6,0.03333333333333333,0.0,0.6,0.0,1.0,30,0.5233333333333333,Estrés moderado
2018-12-01,0.9354838709677419,0.6774193548387096,0.06451612903225806,0.8709677419354839,0.1935483870967742,0.3225806451612903,31,0.582258064516129,Estrés alto
2019-01-01,0.7741935483870968,0.12903225806451613,0.22580645161290322,0.7741935483870968,0.4838709677419355,0.1935483870967742,31,0.4806451612903226,Estrés moderado
2019-02-01,0.6785714285714286,0.10714285714285714,0.03571428571428571,0.9285714285714286,0.6785714285714286,0.03571428571428571,28,0.44642857142857145,Estrés leve
2019-03-01,0.7419354838709677,0.0,0.06451612903225806,0.967741935483871,0.3225806451612903,0.16129032258064516,31,0.45806451612903226,Estrés leve
2019-04-01,0.5333333333333333,0.0,0.03333333333333333,0.7666666666666667,0.0,0.5666666666666667,30,0.4316666666666667,Estrés leve
2019-05-01,0.4838709677419355,0.03225806451612903,0.06451612903225806,0.5161290322580645,0.0,0.6129032258064516,31,0.3870967741935484,Favorable
2019-06-01,0.7,0.0,0.03333333333333333,0.6333333333333333,0.0,0.5666666666666667,30,0.44666666666666666,Estrés leve
2019-07-01,0.6774193548387096,0.3548387096774194,0.16129032258064516,0.7419354838709677,0.16129032258064516,0.03225806451612903,31,0.3935483870967742,Favorable
2019-08-01,0.45161290322580644,0.0967741935483871,0.2903225806451613,0.3225806451612903,0.22580645161290322,0.06451612903225806,31,0.25483870967741934,Favorable
2019-09-01,0.6333333333333333,0.06666666666666667,0.23333333333333334,0.8333333333333334,0.4666666666666667,0.26666666666666666,30,0.4683333333333333,Estrés leve
2019-10-01,0.6451612903225806,0.06451612903225806,0.0,0.6129032258064516,0.0,0.6451612903225806,31,0.4516129032258064,Estrés leve
2019-11-01,0.6333333333333333,0.0,0.0,0.43333333333333335,0.0,0.8,30,0.445,Estrés leve
2019-12-01,0.9032258064516129,0.16129032258064516,0.0,0.6451612903225806,0.0,0.3548387096774194,31,0.45967741935483875,Estrés leve
2020-01-01,0.8064516129032258,0.45161290322580644,0.22580645161290322,0.7419354838709677,0.3225806451612903,0.3548387096774194,31,0.5387096774193549,Estrés moderado
2020-02-01,0.7586206896551724,0.27586206896551724,0.3793103448275862,0.6551724137931034,0.6206896551724138,0.10344827586206896,29,0.47413793103448276,Estrés leve
2020-03-01,0.5806451612903226,0.22580645161290322,0.12903225806451613,0.5806451612903226,0.0967741935483871,0.22580645161290322,31,0.3629032258064517,Favorable
2020-04-01,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.6,0.1,0.26666666666666666,30,0.4066666666666666,Estrés leve
2020-05-01,0.6451612903225806,0.03225806451612903,0.1935483870967742,0.9354838709677419,0.5483870967741935,0.1935483870967742,31,0.47419354838709676,Estrés leve
2020-06-01,0.8,0.1,0.1,0.9666666666666667,0.5,0.13333333333333333,30,0.4966666666666667,Estrés moderado
2020-07-01,0.6774193548387096,0.16129032258064516,0.03225806451612903,1.0,0.5483870967741935,0.03225806451612903,31,0.4516129032258065,Estrés leve
2020-08-01,0.5806451612903226,0.0,0.03225806451612903,1.0,0.41935483870967744,0.03225806451612903,31,0.3983870967741936,Favorable
2020-09-01,0.7666666666666667,0.13333333333333333,0.06666666666666667,1.0,0.26666666666666666,0.23333333333333334,30,0.4966666666666667,Estrés moderado
2020-10-01,0.6129032258064516,0.03225806451612903,0.0967741935483871,1.0,0.5483870967741935,0.12903225806451613,31,0.4532258064516129,Estrés leve
2020-11-01,0.5,0.0,0.0,0.9666666666666667,0.0,0.7666666666666667,30,0.51,Estrés moderado
2020-12-01,0.8387096774193549,0.12903225806451613,0.0,1.0,0.12903225806451613,0.2903225806451613,31,0.5080645161290324,Estrés moderado
2021-01-01,0.9032258064516129,0.41935483870967744,0.12903225806451613,0.9354838709677419,0.3870967741935484,0.12903225806451613,31,0.5387096774193548,Estrés moderado
2021-08-01,0.4838709677419355,0.06451612903225806,0.03225806451612903,1.0,0.967741935483871,0.41935483870967744,31,0.532258064516129,Estrés moderado
2021-09-01,0.4666666666666667,0.23333333333333334,0.2,1.0,0.9,0.5,30,0.5750000000000001,Estrés alto
2021-10-01,0.45161290322580644,0.06451612903225806,0.0967741935483871,1.0,0.6451612903225806,0.16129032258064516,31,0.4338709677419355,Estrés leve
2021-11-01,0.7333333333333333,0.1,0.06666666666666667,1.0,0.7,0.43333333333333335,30,0.5783333333333334,Estrés alto
2021-12-01,0.8064516129032258,0.03225806451612903,0.0,0.8387096774193549,0.3548387096774194,0.12903225806451613,31,0.4403225806451613,Estrés leve
2022-01-01,0.8709677419354839,0.25806451612903225,0.06451612903225806,0.9354838709677419,0.7419354838709677,0.0967741935483871,31,0.535483870967742,Estrés moderado
2022-02-01,0.6071428571428571,0.0,0.07142857142857142,0.9285714285714286,0.5,0.17857142857142858,28,0.4392857142857143,Estrés leve
2022-03-01,0.45161290322580644,0.0,0.0,0.7096774193548387,0.0,0.3548387096774194,31,0.34354838709677415,Favorable
2022-04-01,0.4,0.03333333333333333,0.0,0.6,0.03333333333333333,0.7,30,0.4016666666666666,Estrés leve
2022-05-01,0.4838709677419355,0.1935483870967742,0.0967741935483871,0.6451612903225806,0.0,0.5806451612903226,31,0.4241935483870968,Estrés leve
2022-06-01,0.43333333333333335,0.26666666666666666,0.0,0.7,0.0,0.7666666666666667,30,0.4666666666666667,Estrés leve
2022-07-01,0.7096774193548387,0.41935483870967744,0.0,0.8064516129032258,0.0,0.3225806451612903,31,0.4612903225806451,Estrés leve
2022-08-01,0.45161290322580644,0.2903225806451613,0.1935483870967742,0.7419354838709677,0.03225806451612903,0.7419354838709677,31,0.49838709677419357,Estrés moderado
2022-09-01,0.6333333333333333,0.03333333333333333,0.03333333333333333,0.6666666666666666,0.0,0.7666666666666667,30,0.49,Estrés moderado
2022-10-01,0.4838709677419355,0.25806451612903225,0.06451612903225806,0.5483870967741935,0.0,0.9354838709677419,31,0.49677419354838714,Estrés moderado
2022-11-01,0.6333333333333333,0.03333333333333333,0.0,0.7,0.0,1.0,30,0.5516666666666666,Estrés moderado
2022-12-01,0.8064516129032258,0.5806451612903226,0.0,0.7741935483870968,0.0,0.6774193548387096,31,0.5838709677419355,Estrés alto
2023-01-01,0.8064516129032258,0.6774193548387096,0.1935483870967742,0.7741935483870968,0.12903225806451613,0.5806451612903226,31,0.6016129032258064,Estrés alto
2023-02-01,0.75,0.35714285714285715,0.32142857142857145,0.42857142857142855,0.25,0.10714285714285714,28,0.3928571428571429,Favorable
2023-03-01,0.5483870967741935,0.16129032258064516,0.0,0.45161290322580644,0.03225806451612903,0.3870967741935484,31,0.34354838709677415,Favorable
2023-04-01,0.5666666666666667,0.0,0.0,0.5666666666666667,0.0,0.5,30,0.38,Favorable
2023-05-01,0.6451612903225806,0.12903225806451613,0.1935483870967742,0.7096774193548387,0.0967741935483871,0.45161290322580644,31,0.45806451612903226,Estrés leve
2023-06-01,0.7333333333333333,0.06666666666666667,0.16666666666666666,0.9,0.0,0.2,30,0.43666666666666665,Estrés leve
2023-07-01,0.8709677419354839,0.16129032258064516,0.12903225806451613,0.6129032258064516,0.3548387096774194,0.03225806451612903,31,0.41290322580645167,Estrés leve
2023-08-01,0.8620689655172413,0.0,0.3448275862068966,0.7241379310344828,0.5172413793103449,0.13793103448275862,29,0.4810344827586207,Estrés moderado
2023-09-01,0.8,0.03333333333333333,0.2,0.4,0.43333333333333335,0.03333333333333333,30,0.35500000000000004,Favorable
2023-10-01,0.7096774193548387,0.0,0.03225806451612903,0.6129032258064516,0.0967741935483871,0.45161290322580644,31,0.42580645161290326,Estrés leve
2023-11-01,0.7666666666666667,0.1,0.0,0.6333333333333333,0.0,0.5333333333333333,30,0.46166666666666667,Estrés leve
2023-12-01,0.8333333333333334,0.1,0.03333333333333333,0.7333333333333333,0.26666666666666666,0.26666666666666666,30,0.46166666666666667,Estrés leve
2024-01-01,0.9354838709677419,0.4838709677419355,0.22580645161290322,0.8709677419354839,0.9354838709677419,0.45161290322580644,31,0.6854838709677419,Estrés alto
2024-02-01,0.7142857142857143,0.14285714285714285,0.25,1.0,0.5714285714285714,0.32142857142857145,28,0.5553571428571429,Estrés moderado
2024-03-01,0.8064516129032258,0.16129032258064516,0.0,0.8709677419354839,0.6129032258064516,0.3225806451612903,31,0.5338709677419354,Estrés moderado
2024-04-01,0.7,0.03333333333333333,0.1,0.6333333333333333,0.36666666666666664,0.3,30,0.4266666666666667,Estrés leve
2024-05-01,0.5806451612903226,0.03225806451612903,0.03225806451612903,0.6451612903225806,0.0,0.6774193548387096,31,0.44999999999999996,Estrés leve
2024-06-01,0.5,0.0,0.03333333333333333,0.6,0.0,0.8333333333333334,30,0.45666666666666667,Estrés leve
2024-07-01,0.8064516129032258,0.06451612903225806,0.0,0.9032258064516129,0.0,0.3870967741935484,31,0.4854838709677419,Estrés moderado
2024-08-01,0.7096774193548387,0.0,0.1935483870967742,0.7419354838709677,0.12903225806451613,0.22580645161290322,31,0.4145161290322581,Estrés leve
2024-09-01,0.7,0.0,0.2,0.3,0.16666666666666666,0.16666666666666666,30,0.31333333333333335,Favorable
2024-10-01,0.6451612903225806,0.0,0.06451612903225806,0.5161290322580645,0.06451612903225806,0.45161290322580644,31,0.3903225806451613,Favorable
2024-11-01,0.6333333333333333,0.03333333333333333,0.0,0.6333333333333333,0.0,0.9,30,0.5133333333333333,Estrés moderado
2024-12-01,0.8387096774193549,0.22580645161290322,0.0,0.5483870967741935,0.0,0.3548387096774194,31,0.4306451612903226,Estrés leve
