Fecha,PRECIPITACIÓN,TMAX,TMIN,TPROM,HR,RAD_SOL,EVPTRNS,VDL
2023-01-01,30.0,24.01774193548387,13.951290322580645,18.984516129032258,78.99612903225807,17.931612903225805,165.8,0.4600986164798993
2023-02-01,28.0,26.05892857142857,15.068928571428572,20.56392857142857,73.19357142857143,19.4925,121.57,0.648023362697202
2023-03-01,62.0,25.230967741935483,15.949032258064516,20.59,78.53580645161291,16.753548387096775,103.8,0.5272869570981943
2023-04-01,54.0,24.66433333333333,16.613666666666667,20.639,80.961,16.759666666666668,100.46,0.4722774059894223
2023-05-01,46.0,25.82193548387097,16.99774193548387,21.40983870967742,78.35677419354839,18.886774193548387,152.59,0.5577236188230491
2023-06-01,30.0,25.880333333333333,16.142666666666667,21.0115,76.94133333333333,19.110666666666667,201.29,0.5749641343919846
2023-07-01,15.0,27.06451612903226,16.19516129032258,21.62983870967742,72.35,19.09032258064516,167.52,0.7173500095324828
2023-08-01,16.0,27.442758620689656,16.635862068965515,22.039310344827587,71.95620689655172,20.602413793103448,119.74,0.7508215405461639
2023-09-01,24.0,28.176666666666666,16.847333333333335,22.512,71.438,20.33966666666667,102.25999999999999,0.7850726212764471
2023-10-01,35.0,25.74967741935484,17.46516129032258,21.60741935483871,80.00806451612904,18.4158064516129,83.38,0.532801436372639
2023-11-01,28.0,24.898666666666667,16.944333333333333,20.921499999999998,82.45066666666666,17.740666666666666,138.69,0.4426831160973566
2023-12-01,19.0,26.967,16.988333333333333,21.977666666666668,76.07466666666667,17.30933333333333,93.87,0.6367684114867866
2024-01-01,6.0,30.49483870967742,15.489354838709678,22.99209677419355,58.40354838709678,20.615483870967743,48.49,1.1785131048114166
2024-02-01,46.0,29.2075,17.11857142857143,23.163035714285712,69.02464285714287,18.320357142857144,30.37,0.899593326412547
2024-03-01,25.0,29.803870967741936,17.706451612903226,23.75516129032258,68.05612903225806,18.556129032258063,37.24,0.9595398526857503
2024-04-01,44.0,27.618333333333332,17.322,22.470166666666668,74.437,17.315,83.56,0.710590084036557
2024-05-01,58.4,25.627741935483872,17.601935483870967,21.61483870967742,82.53612903225806,17.210645161290323,157.78,0.4549776980955877
2024-06-01,62.0,24.98033333333333,16.909666666666666,20.945,82.55133333333333,17.514,159.72,0.43377211542121696
2024-07-01,25.0,25.740967741935485,16.550645161290323,21.145806451612902,79.40032258064515,18.739677419354837,213.39,0.5189924591432762
2024-08-01,36.0,26.508709677419354,16.419677419354837,21.464193548387097,76.14516129032258,19.836451612903225,170.04,0.6136643791687544
2024-09-01,38.3,26.754,17.051666666666666,21.902833333333334,76.30333333333333,19.437666666666665,109.25,0.6341280020436174
2024-10-01,51.1,25.469354838709677,16.702903225806452,21.086129032258064,79.79064516129033,19.156774193548387,134.76,0.5130596868400986
2024-11-01,69.0,23.686666666666667,16.268333333333334,19.977500000000003,86.742,16.181333333333335,111.05,0.31454503035301007
2024-12-01,25.5,25.962903225806453,15.834193548387097,20.898548387096774,78.05935483870968,17.60225806451613,137.43,0.5445673423475956
